state,contract_type,collection_quarter,collection_number,review_quarter_date,estimate,model_estimate,estimate_type,ci_lower_95,ci_upper_95,final_count,pct_of_final_count,final_count_in_pi,raw_collected_count,model_pct_of_final_count,collection_year,collection_quarter_number,collection_quarter_label,abs_pct_error,within_5pct_of_final,pct_of_final_count_outlier_flag,anzsco_join_note
Australia,Cancellations/Withdrawals,2023.3,116,2023-03-01,32817.2,32530.0,Initial,30846,34788,32748,100.2,Y,26500,99.3,2023,3,2023-Q3,0.21,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Cancellations/Withdrawals,2023.3,117,2023-03-01,33060.0,0.0,1st Revision,32356,33764,32748,101.0,Y,29796,0.0,2023,3,2023-Q3,0.95,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Cancellations/Withdrawals,2023.4,117,2023-06-01,31312.0,0.0,Initial,29594,33030,30115,104.0,Y,25200,0.0,2023,4,2023-Q4,3.97,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Cancellations/Withdrawals,2023.4,118,2023-06-01,30607.0,0.0,1st Revision,30076,31138,30115,101.6,Y,27442,0.0,2023,4,2023-Q4,1.63,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Cancellations/Withdrawals,2024.1,118,2023-09-01,30673.0,0.0,Initial,29355,31991,29164,105.2,N,24519,0.0,2024,1,2024-Q1,5.17,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Cancellations/Withdrawals,2024.1,119,2023-09-01,29970.0,0.0,1st Revision,29441,30499,29164,102.8,N,26818,0.0,2024,1,2024-Q1,2.76,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Cancellations/Withdrawals,2024.2,119,2023-12-01,27693.0,0.0,Initial,26510,28876,26691,103.8,Y,22090,0.0,2024,2,2024-Q2,3.75,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Cancellations/Withdrawals,2024.2,120,2023-12-01,27599.0,0.0,1st Revision,27021,28177,26691,103.4,Y,24642,0.0,2024,2,2024-Q2,3.4,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Commencements,2024.3,120,2024-03-01,59685.0,60508.0,Initial,53106,66264,55845,106.9,Y,54047,108.3,2024,3,2024-Q3,6.88,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Commencements,2024.3,121,2024-03-01,56715.0,0.0,1st Revision,55472,57958,55845,101.6,Y,55586,0.0,2024,3,2024-Q3,1.56,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Commencements,2024.4,121,2024-06-01,42688.0,43205.0,Initial,38528,46848,40868,104.5,Y,38988,105.7,2024,4,2024-Q4,4.45,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Commencements,2024.4,122,2024-06-01,41410.0,0.0,1st Revision,40611,42209,40868,101.3,Y,40699,0.0,2024,4,2024-Q4,1.33,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Commencements,2025.1,122,2024-09-01,28107.0,28454.0,Initial,25220,30994,26748,105.1,Y,25656,106.4,2025,1,2025-Q1,5.08,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Commencements,2025.1,123,2024-09-01,26984.0,0.0,1st Revision,26404,27564,26748,100.9,Y,26534,0.0,2025,1,2025-Q1,0.88,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Commencements,2025.2,123,2024-12-01,27810.0,28188.0,Initial,24703,30917,26644,104.4,Y,25504,105.8,2025,2,2025-Q2,4.38,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Commencements,2025.2,124,2024-12-01,26814.0,26870.0,1st Revision,26277,27351,26644,100.6,Y,26516,100.8,2025,2,2025-Q2,0.64,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Completions,2024.3,120,2024-03-01,25581.0,0.0,Initial,25041,26121,24827,103.0,N,23850,0.0,2024,3,2024-Q3,3.04,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Completions,2024.3,121,2024-03-01,25311.0,0.0,1st Revision,25026,25596,24827,101.9,N,24500,0.0,2024,3,2024-Q3,1.95,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Completions,2024.4,121,2024-06-01,22275.0,0.0,Initial,21858,22692,21614,103.1,N,20805,0.0,2024,4,2024-Q4,3.06,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Completions,2024.4,122,2024-06-01,21987.0,0.0,1st Revision,21767,22207,21614,101.7,N,21320,0.0,2024,4,2024-Q4,1.73,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Completions,2025.1,122,2024-09-01,22593.0,0.0,Initial,22134,23052,22001,102.7,N,21146,0.0,2025,1,2025-Q1,2.69,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Completions,2025.1,123,2024-09-01,22340.0,0.0,1st Revision,22147,22533,22001,101.5,N,21708,0.0,2025,1,2025-Q1,1.54,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Completions,2025.2,123,2024-12-01,29639.0,0.0,Initial,29064,30214,28914,102.5,N,27788,0.0,2025,2,2025-Q2,2.51,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,Completions,2025.2,124,2024-12-01,29386.0,0.0,1st Revision,29096,29676,28914,101.6,N,28586,0.0,2025,2,2025-Q2,1.63,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,In-Training,2023.3,116,2023-03-01,387489.1,387966.0,Initial,382157,392821,383849,100.9,Y,393743,101.1,2023,3,2023-Q3,0.95,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,In-Training,2023.3,117,2023-03-01,388104.0,0.0,1st Revision,386213,389995,383849,101.1,Y,392359,0.0,2023,3,2023-Q3,1.11,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,In-Training,2023.4,117,2023-06-01,377706.0,378075.0,Initial,372791,382621,372741,101.3,N,384018,101.4,2023,4,2023-Q4,1.33,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,In-Training,2023.4,118,2023-06-01,377714.0,0.0,1st Revision,376277,379151,372741,101.3,N,381388,0.0,2023,4,2023-Q4,1.33,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,In-Training,2024.1,118,2023-09-01,365408.0,365845.0,Initial,361215,369601,359681,101.6,N,371473,101.7,2024,1,2024-Q1,1.59,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,In-Training,2024.1,119,2023-09-01,364489.0,0.0,1st Revision,363149,365829,359681,101.3,N,367536,0.0,2024,1,2024-Q1,1.34,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,In-Training,2024.2,119,2023-12-01,343627.0,344081.0,Initial,339505,347749,337698,101.8,N,348928,101.9,2024,2,2024-Q2,1.76,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australia,In-Training,2024.2,120,2023-12-01,342007.0,0.0,1st Revision,340605,343409,337698,101.3,N,344664,0.0,2024,2,2024-Q2,1.28,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Cancellations/Withdrawals,2023.3,116,2023-03-01,607.0,0.0,Initial,603,611,606,100.2,Y,607,0.0,2023,3,2023-Q3,0.17,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Cancellations/Withdrawals,2023.3,117,2023-03-01,606.0,0.0,1st Revision,602,610,606,100.0,Y,606,0.0,2023,3,2023-Q3,0.0,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Cancellations/Withdrawals,2023.4,117,2023-06-01,610.0,0.0,Initial,606,614,610,100.0,Y,610,0.0,2023,4,2023-Q4,0.0,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Cancellations/Withdrawals,2023.4,118,2023-06-01,610.0,0.0,1st Revision,606,614,610,100.0,Y,610,0.0,2023,4,2023-Q4,0.0,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Cancellations/Withdrawals,2024.1,118,2023-09-01,635.0,0.0,Initial,631,639,635,100.0,Y,635,0.0,2024,1,2024-Q1,0.0,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Cancellations/Withdrawals,2024.1,119,2023-09-01,635.0,0.0,1st Revision,631,639,635,100.0,Y,635,0.0,2024,1,2024-Q1,0.0,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Cancellations/Withdrawals,2024.2,119,2023-12-01,552.0,0.0,Initial,549,555,551,100.2,Y,552,0.0,2024,2,2024-Q2,0.18,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Cancellations/Withdrawals,2024.2,120,2023-12-01,552.0,0.0,1st Revision,549,555,551,100.2,Y,552,0.0,2024,2,2024-Q2,0.18,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Commencements,2024.3,120,2024-03-01,963.0,0.0,Initial,934,992,939,102.6,Y,938,0.0,2024,3,2024-Q3,2.56,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Commencements,2024.3,121,2024-03-01,944.0,0.0,1st Revision,936,952,939,100.5,Y,939,0.0,2024,3,2024-Q3,0.53,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Commencements,2024.4,121,2024-06-01,654.0,0.0,Initial,634,674,641,102.0,Y,640,0.0,2024,4,2024-Q4,2.03,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Commencements,2024.4,122,2024-06-01,644.0,0.0,1st Revision,638,650,641,100.5,Y,641,0.0,2024,4,2024-Q4,0.47,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Commencements,2025.1,122,2024-09-01,629.0,0.0,Initial,609,649,619,101.6,Y,618,0.0,2025,1,2025-Q1,1.62,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Commencements,2025.1,123,2024-09-01,621.0,0.0,1st Revision,615,627,619,100.3,Y,619,0.0,2025,1,2025-Q1,0.32,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Commencements,2025.2,123,2024-12-01,586.0,0.0,Initial,567,605,578,101.4,Y,577,0.0,2025,2,2025-Q2,1.38,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Commencements,2025.2,124,2024-12-01,579.0,0.0,1st Revision,574,584,578,100.2,Y,578,0.0,2025,2,2025-Q2,0.17,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Completions,2024.3,120,2024-03-01,247.0,0.0,Initial,239,255,247,100.0,Y,232,0.0,2024,3,2024-Q3,0.0,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Completions,2024.3,121,2024-03-01,253.0,0.0,1st Revision,245,261,247,102.4,Y,243,0.0,2024,3,2024-Q3,2.43,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Completions,2024.4,121,2024-06-01,331.0,0.0,Initial,321,341,328,100.9,Y,310,0.0,2024,4,2024-Q4,0.91,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Completions,2024.4,122,2024-06-01,332.0,0.0,1st Revision,321,343,328,101.2,Y,318,0.0,2024,4,2024-Q4,1.22,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Completions,2025.1,122,2024-09-01,356.0,0.0,Initial,343,369,352,101.1,Y,333,0.0,2025,1,2025-Q1,1.14,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Completions,2025.1,123,2024-09-01,361.0,0.0,1st Revision,345,377,352,102.6,Y,346,0.0,2025,1,2025-Q1,2.56,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Completions,2025.2,123,2024-12-01,447.0,0.0,Initial,426,468,447,100.0,Y,416,0.0,2025,2,2025-Q2,0.0,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,Completions,2025.2,124,2024-12-01,451.0,0.0,1st Revision,431,471,447,100.9,Y,432,0.0,2025,2,2025-Q2,0.89,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,In-Training,2023.3,116,2023-03-01,6034.0,0.0,Initial,5920,6148,6524,92.5,N,6541,0.0,2023,3,2023-Q3,7.51,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,In-Training,2023.3,117,2023-03-01,6059.0,0.0,1st Revision,5982,6136,6524,92.9,N,6538,0.0,2023,3,2023-Q3,7.13,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,In-Training,2023.4,117,2023-06-01,5662.0,0.0,Initial,5561,5763,6142,92.2,N,6186,0.0,2023,4,2023-Q4,7.82,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,In-Training,2023.4,118,2023-06-01,5701.0,0.0,1st Revision,5636,5766,6142,92.8,N,6172,0.0,2023,4,2023-Q4,7.18,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,In-Training,2024.1,118,2023-09-01,5392.0,0.0,Initial,5296,5488,5876,91.8,N,5922,0.0,2024,1,2024-Q1,8.24,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,In-Training,2024.1,119,2023-09-01,5439.0,0.0,1st Revision,5373,5505,5876,92.6,N,5913,0.0,2024,1,2024-Q1,7.44,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,In-Training,2024.2,119,2023-12-01,5031.0,0.0,Initial,4955,5107,5517,91.2,N,5590,0.0,2024,2,2024-Q2,8.81,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Australian Capital Territory,In-Training,2024.2,120,2023-12-01,5073.0,0.0,1st Revision,5012,5134,5517,92.0,N,5555,0.0,2024,2,2024-Q2,8.05,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Cancellations/Withdrawals,2023.3,116,2023-03-01,9882.0,0.0,Initial,9030,10734,9909,99.7,Y,7418,0.0,2023,3,2023-Q3,0.27,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Cancellations/Withdrawals,2023.3,117,2023-03-01,10062.0,0.0,1st Revision,9743,10381,9909,101.5,Y,8699,0.0,2023,3,2023-Q3,1.54,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Cancellations/Withdrawals,2023.4,117,2023-06-01,9324.0,0.0,Initial,8677,9971,8924,104.5,Y,6946,0.0,2023,4,2023-Q4,4.48,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Cancellations/Withdrawals,2023.4,118,2023-06-01,9115.0,0.0,1st Revision,8824,9406,8924,102.1,Y,7876,0.0,2023,4,2023-Q4,2.14,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Cancellations/Withdrawals,2024.1,118,2023-09-01,10016.0,0.0,Initial,9264,10768,9364,107.0,Y,7470,0.0,2024,1,2024-Q1,6.96,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Cancellations/Withdrawals,2024.1,119,2023-09-01,9661.0,0.0,1st Revision,9345,9977,9364,103.2,Y,8327,0.0,2024,1,2024-Q1,3.17,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Cancellations/Withdrawals,2024.2,119,2023-12-01,8430.0,0.0,Initial,7817,9043,8280,101.8,Y,6281,0.0,2024,2,2024-Q2,1.81,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Cancellations/Withdrawals,2024.2,120,2023-12-01,8637.0,0.0,1st Revision,8278,8996,8280,104.3,Y,7415,0.0,2024,2,2024-Q2,4.31,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Commencements,2024.3,120,2024-03-01,19395.0,20054.0,Initial,13513,25277,17168,113.0,Y,16193,116.8,2024,3,2024-Q3,12.97,False,True,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Commencements,2024.3,121,2024-03-01,17799.0,0.0,1st Revision,16636,18962,17168,103.7,Y,17021,0.0,2024,3,2024-Q3,3.68,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Commencements,2024.4,121,2024-06-01,11139.0,11517.0,Initial,7771,14507,10156,109.7,Y,9295,113.4,2024,4,2024-Q4,9.68,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Commencements,2024.4,122,2024-06-01,10497.0,0.0,1st Revision,9797,11197,10156,103.4,Y,10045,0.0,2024,4,2024-Q4,3.36,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Commencements,2025.1,122,2024-09-01,7758.0,8021.0,Initial,5413,10103,7060,109.9,Y,6473,113.6,2025,1,2025-Q1,9.89,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Commencements,2025.1,123,2024-09-01,7237.0,0.0,1st Revision,6722,7752,7060,102.5,Y,6937,0.0,2025,1,2025-Q1,2.51,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Commencements,2025.2,123,2024-12-01,8164.0,8453.0,Initial,5524,10804,7516,108.6,Y,6878,112.5,2025,2,2025-Q2,8.62,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Commencements,2025.2,124,2024-12-01,7681.0,0.0,1st Revision,7191,8171,7516,102.2,Y,7430,0.0,2025,2,2025-Q2,2.2,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Completions,2024.3,120,2024-03-01,9807.0,0.0,Initial,9328,10286,9483,103.4,Y,9089,0.0,2024,3,2024-Q3,3.42,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Completions,2024.3,121,2024-03-01,9669.0,0.0,1st Revision,9426,9912,9483,102.0,Y,9362,0.0,2024,3,2024-Q3,1.96,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Completions,2024.4,121,2024-06-01,6872.0,0.0,Initial,6516,7228,6677,102.9,Y,6378,0.0,2024,4,2024-Q4,2.92,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Completions,2024.4,122,2024-06-01,6788.0,0.0,1st Revision,6593,6983,6677,101.7,Y,6582,0.0,2024,4,2024-Q4,1.66,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Completions,2025.1,122,2024-09-01,6781.0,0.0,Initial,6369,7193,6622,102.4,Y,6312,0.0,2025,1,2025-Q1,2.4,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Completions,2025.1,123,2024-09-01,6713.0,0.0,1st Revision,6586,6840,6622,101.4,Y,6528,0.0,2025,1,2025-Q1,1.37,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Completions,2025.2,123,2024-12-01,8068.0,0.0,Initial,7652,8484,7913,102.0,Y,7541,0.0,2025,2,2025-Q2,1.96,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,Completions,2025.2,124,2024-12-01,8056.0,0.0,1st Revision,7890,8222,7913,101.8,Y,7843,0.0,2025,2,2025-Q2,1.81,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,In-Training,2023.3,116,2023-03-01,115468.0,0.0,Initial,111470,119466,114868,100.5,Y,116937,0.0,2023,3,2023-Q3,0.52,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,In-Training,2023.3,117,2023-03-01,116782.0,0.0,1st Revision,115262,118302,114868,101.7,Y,117979,0.0,2023,3,2023-Q3,1.67,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,In-Training,2023.4,117,2023-06-01,113067.0,113328.0,Initial,109171,116963,111203,101.7,Y,114876,101.9,2023,4,2023-Q4,1.68,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,In-Training,2023.4,118,2023-06-01,113433.0,0.0,1st Revision,112314,114552,111203,102.0,Y,114440,0.0,2023,4,2023-Q4,2.01,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,In-Training,2024.1,118,2023-09-01,108475.0,108816.0,Initial,105124,111826,106559,101.8,Y,110477,102.1,2024,1,2024-Q1,1.8,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,In-Training,2024.1,119,2023-09-01,108539.0,0.0,1st Revision,107549,109529,106559,101.9,Y,109489,0.0,2024,1,2024-Q1,1.86,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,In-Training,2024.2,119,2023-12-01,103640.0,103996.0,Initial,100212,107068,100866,102.8,Y,104866,103.1,2024,2,2024-Q2,2.75,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
New South Wales,In-Training,2024.2,120,2023-12-01,102943.0,0.0,1st Revision,101911,103975,100866,102.1,Y,103616,0.0,2024,2,2024-Q2,2.06,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Cancellations/Withdrawals,2023.3,116,2023-03-01,330.9,342.0,Initial,242,420,320,103.4,Y,256,106.9,2023,3,2023-Q3,3.41,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Cancellations/Withdrawals,2023.3,117,2023-03-01,325.0,0.0,1st Revision,289,361,320,101.6,Y,287,0.0,2023,3,2023-Q3,1.56,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Cancellations/Withdrawals,2023.4,117,2023-06-01,291.0,0.0,Initial,227,355,269,108.2,Y,214,0.0,2023,4,2023-Q4,8.18,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Cancellations/Withdrawals,2023.4,118,2023-06-01,280.0,0.0,1st Revision,248,312,269,104.1,Y,248,0.0,2023,4,2023-Q4,4.09,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Cancellations/Withdrawals,2024.1,118,2023-09-01,376.0,0.0,Initial,293,459,338,111.2,Y,277,0.0,2024,1,2024-Q1,11.24,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Cancellations/Withdrawals,2024.1,119,2023-09-01,342.0,0.0,1st Revision,304,380,338,101.2,Y,305,0.0,2024,1,2024-Q1,1.18,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Cancellations/Withdrawals,2024.2,119,2023-12-01,424.0,0.0,Initial,326,522,396,107.1,Y,314,0.0,2024,2,2024-Q2,7.07,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Cancellations/Withdrawals,2024.2,120,2023-12-01,400.0,0.0,1st Revision,366,434,396,101.0,Y,362,0.0,2024,2,2024-Q2,1.01,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Commencements,2024.3,120,2024-03-01,728.0,0.0,Initial,645,811,798,91.2,Y,704,0.0,2024,3,2024-Q3,8.77,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Commencements,2024.3,121,2024-03-01,761.0,0.0,1st Revision,755,767,798,95.4,Y,758,0.0,2024,3,2024-Q3,4.64,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Commencements,2024.4,121,2024-06-01,562.0,0.0,Initial,499,625,611,92.0,Y,543,0.0,2024,4,2024-Q4,8.02,False,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Commencements,2024.4,122,2024-06-01,614.0,0.0,1st Revision,610,618,611,100.5,Y,611,0.0,2024,4,2024-Q4,0.49,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Commencements,2025.1,122,2024-09-01,451.0,0.0,Initial,402,500,438,103.0,Y,435,0.0,2025,1,2025-Q1,2.97,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Commencements,2025.1,123,2024-09-01,440.0,0.0,1st Revision,431,449,438,100.5,Y,437,0.0,2025,1,2025-Q1,0.46,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Commencements,2025.2,123,2024-12-01,365.0,0.0,Initial,327,403,354,103.1,Y,351,0.0,2025,2,2025-Q2,3.11,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Commencements,2025.2,124,2024-12-01,357.0,0.0,1st Revision,341,373,354,100.8,Y,352,0.0,2025,2,2025-Q2,0.85,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Completions,2024.3,120,2024-03-01,203.0,0.0,Initial,184,222,198,102.5,Y,192,0.0,2024,3,2024-Q3,2.53,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Completions,2024.3,121,2024-03-01,201.0,0.0,1st Revision,186,216,198,101.5,Y,195,0.0,2024,3,2024-Q3,1.52,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Completions,2024.4,121,2024-06-01,218.0,0.0,Initial,193,243,213,102.3,Y,205,0.0,2024,4,2024-Q4,2.35,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Completions,2024.4,122,2024-06-01,215.0,0.0,1st Revision,198,232,213,100.9,Y,208,0.0,2024,4,2024-Q4,0.94,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Completions,2025.1,122,2024-09-01,216.0,0.0,Initial,191,241,211,102.4,Y,202,0.0,2025,1,2025-Q1,2.37,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Northern Territory,Completions,2025.1,123,2024-09-01,214.0,0.0,1st Revision,198,230,211,101.4,Y,208,0.0,2025,1,2025-Q1,1.42,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
